Tax Year,Tax code,Agency,Agency Name,Agency Rate,Tax code Rate
2017,14021,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.402,18.886
2017,14021,090040000,SOUTH COOK COUNTY MOSQ ABATEMENT DIST,0.016,18.886
2017,14022,010010000,COUNTY OF COOK,0.496,18.886
2017,14022,010010001,CONSOLIDATED ELECTIONS,0.031,18.886
2017,14022,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.062,18.886
2017,14022,020050000,TOWN CALUMET,0.412,18.886
2017,14022,020050002,GENERAL ASSISTANCE CALUMET,0.106,18.886
2017,14022,020050003,ROAD AND BRIDGE CALUMET,0.134,18.886
2017,14022,030200000,VILLAGE OF   CALUMET PARK,7.390,18.886
2017,14022,030200001,VILLAGE OF CALUMET PARK LIBRARY FUND,0.277,18.886
2017,14022,030200504,TIF VIL OF CALUMET PARK-5,0.000,18.886
2017,14022,040860000,SCHOOL DISTRICT  132,5.476,18.886
2017,14022,042180000,COMMUNITY HIGH SCHOOL  218,3.719,18.886
2017,14022,043080000,MORAINE VALLEY COMM COLL DISTR 524,0.365,18.886
2017,14022,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.402,18.886
2017,14022,090040000,SOUTH COOK COUNTY MOSQ ABATEMENT DIST,0.016,18.886
2017,14023,010010000,COUNTY OF COOK,0.496,18.886
2017,14023,010010001,CONSOLIDATED ELECTIONS,0.031,18.886
2017,14023,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.062,18.886
2017,14023,020050000,TOWN CALUMET,0.412,18.886
2017,14023,020050002,GENERAL ASSISTANCE CALUMET,0.106,18.886
2017,14023,020050003,ROAD AND BRIDGE CALUMET,0.134,18.886
2017,14023,030200000,VILLAGE OF   CALUMET PARK,7.390,18.886
2017,14023,030200001,VILLAGE OF CALUMET PARK LIBRARY FUND,0.277,18.886
2017,14023,030200503,TIF VIL OF CALUMET PARK-4,0.000,18.886
2017,14023,040860000,SCHOOL DISTRICT  132,5.476,18.886
2017,14023,042180000,COMMUNITY HIGH SCHOOL  218,3.719,18.886
2017,14023,043080000,MORAINE VALLEY COMM COLL DISTR 524,0.365,18.886
2017,14023,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.402,18.886
2017,14023,090040000,SOUTH COOK COUNTY MOSQ ABATEMENT DIST,0.016,18.886
2017,14024,010010000,COUNTY OF COOK,0.496,15.329
2017,14024,010010001,CONSOLIDATED ELECTIONS,0.031,15.329
2017,14024,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.062,15.329
2017,14024,020050000,TOWN CALUMET,0.412,15.329
2017,14024,020050002,GENERAL ASSISTANCE CALUMET,0.106,15.329
2017,14024,020050003,ROAD AND BRIDGE CALUMET,0.134,15.329
2017,14024,030110000,CITY OF   BLUE ISLAND,2.955,15.329
2017,14024,030110001,CITY OF BLUE ISLAND LIBRARY FUND,0.516,15.329
2017,14024,030110503,TIF CITY OF BLUE ISLAND-4,0.000,15.329
2017,14024,040860000,SCHOOL DISTRICT  132,5.476,15.329
2017,14024,042180000,COMMUNITY HIGH SCHOOL  218,3.719,15.329
2017,14024,043080000,MORAINE VALLEY COMM COLL DISTR 524,0.365,15.329
2017,14024,050100000,BLUE ISLAND PARK DISTRICT,0.639,15.329
2017,14024,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.402,15.329
2017,14024,090040000,SOUTH COOK COUNTY MOSQ ABATEMENT DIST,0.016,15.329
2017,14025,010010000,COUNTY OF COOK,0.496,15.254
2017,14025,010010001,CONSOLIDATED ELECTIONS,0.031,15.254
2017,14025,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.062,15.254
2017,14025,020050000,TOWN CALUMET,0.412,15.254
2017,14025,020050002,GENERAL ASSISTANCE CALUMET,0.106,15.254
2017,14025,020050003,ROAD AND BRIDGE CALUMET,0.134,15.254
2017,14025,030110000,CITY OF   BLUE ISLAND,2.955,15.254
2017,14025,030110001,CITY OF BLUE ISLAND LIBRARY FUND,0.516,15.254
2017,14025,030110503,TIF CITY OF BLUE ISLAND-4,0.000,15.254
2017,14025,040850000,SCHOOL DISTRICT  130,5.401,15.254
2017,14025,042180000,COMMUNITY HIGH SCHOOL  218,3.719,15.254
2017,14025,043080000,MORAINE VALLEY COMM COLL DISTR 524,0.365,15.254
2017,14025,050100000,BLUE ISLAND PARK DISTRICT,0.639,15.254
2017,14025,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.402,15.254
2017,14025,090040000,SOUTH COOK COUNTY MOSQ ABATEMENT DIST,0.016,15.254
2017,14026,010010000,COUNTY OF COOK,0.496,14.690
2017,14026,010010001,CONSOLIDATED ELECTIONS,0.031,14.690
2017,14026,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.062,14.690
2017,14026,020050000,TOWN CALUMET,0.412,14.690
2017,14026,020050002,GENERAL ASSISTANCE CALUMET,0.106,14.690
2017,14026,020050003,ROAD AND BRIDGE CALUMET,0.134,14.690
2017,14026,030110000,CITY OF   BLUE ISLAND,2.955,14.690
2017,14026,030110001,CITY OF BLUE ISLAND LIBRARY FUND,0.516,14.690
2017,14026,030110503,TIF CITY OF BLUE ISLAND-4,0.000,14.690
2017,14026,040860000,SCHOOL DISTRICT  132,5.476,14.690
2017,14026,042180000,COMMUNITY HIGH SCHOOL  218,3.719,14.690
2017,14026,043080000,MORAINE VALLEY COMM COLL DISTR 524,0.365,14.690
2017,14026,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.402,14.690
2017,14026,090040000,SOUTH COOK COUNTY MOSQ ABATEMENT DIST,0.016,14.690
2017,14027,010010000,COUNTY OF COOK,0.496,15.254
2017,14027,010010001,CONSOLIDATED ELECTIONS,0.031,15.254
2017,14027,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.062,15.254
2017,14027,020050000,TOWN CALUMET,0.412,15.254
2017,14027,020050002,GENERAL ASSISTANCE CALUMET,0.106,15.254
2017,14027,020050003,ROAD AND BRIDGE CALUMET,0.134,15.254
2017,14027,030110000,CITY OF   BLUE ISLAND,2.955,15.254
2017,14027,030110001,CITY OF BLUE ISLAND LIBRARY FUND,0.516,15.254
2017,14027,030110504,TIF CITY OF BLUE ISLAND-5,0.000,15.254
2017,14027,040850000,SCHOOL DISTRICT  130,5.401,15.254
2017,14027,042180000,COMMUNITY HIGH SCHOOL  218,3.719,15.254
2017,14027,043080000,MORAINE VALLEY COMM COLL DISTR 524,0.365,15.254
2017,14027,050100000,BLUE ISLAND PARK DISTRICT,0.639,15.254
2017,14027,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.402,15.254
2017,14027,090040000,SOUTH COOK COUNTY MOSQ ABATEMENT DIST,0.016,15.254
2017,14028,010010000,COUNTY OF COOK,0.496,27.296
2017,14028,010010001,CONSOLIDATED ELECTIONS,0.031,27.296
2017,14028,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.062,27.296
2017,14028,020050000,TOWN CALUMET,0.412,27.296
2017,14028,020050002,GENERAL ASSISTANCE CALUMET,0.106,27.296
2017,14028,020050003,ROAD AND BRIDGE CALUMET,0.134,27.296
2017,14028,031080000,VILLAGE OF RIVERDALE,9.006,27.296
2017,14028,040870000,SCHOOL DISTRICT #133,8.272,27.296
2017,14028,042070000,THORNTON TOWNSHIP HIGH SCHOOL  205,6.411,27.296
2017,14028,043050000,SOUTH SUBURBAN COLLEGE DISTRICT 510,0.578,27.296
2017,14028,050910000,RIVERDALE PARK DISTRICT,0.727,27.296
2017,14028,060450000,RIVERDALE PUBLIC LIBRARY DISTRICT,0.643,27.296
2017,14028,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.402,27.296
2017,14028,090040000,SOUTH COOK COUNTY MOSQ ABATEMENT DIST,0.016,27.296
2017,14029,010010000,COUNTY OF COOK,0.496,18.886
2017,14029,010010001,CONSOLIDATED ELECTIONS,0.031,18.886
2017,14029,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.062,18.886
2017,14029,020050000,TOWN CALUMET,0.412,18.886
2017,14029,020050002,GENERAL ASSISTANCE CALUMET,0.106,18.886
2017,14029,020050003,ROAD AND BRIDGE CALUMET,0.134,18.886
2017,14029,030200000,VILLAGE OF   CALUMET PARK,7.390,18.886
2017,14029,030200001,VILLAGE OF CALUMET PARK LIBRARY FUND,0.277,18.886
2017,14029,040860000,SCHOOL DISTRICT  132,5.476,18.886
2017,14029,042180000,COMMUNITY HIGH SCHOOL  218,3.719,18.886
2017,14029,043080000,MORAINE VALLEY COMM COLL DISTR 524,0.365,18.886
2017,14029,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.402,18.886
2017,14029,090040000,SOUTH COOK COUNTY MOSQ ABATEMENT DIST,0.016,18.886
2017,14030,010010000,COUNTY OF COOK,0.496,18.886
2017,14030,010010001,CONSOLIDATED ELECTIONS,0.031,18.886
2017,14030,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.062,18.886
2017,14030,020050000,TOWN CALUMET,0.412,18.886
2017,14030,020050002,GENERAL ASSISTANCE CALUMET,0.106,18.886
2017,14030,020050003,ROAD AND BRIDGE CALUMET,0.134,18.886
2017,14030,030200000,VILLAGE OF   CALUMET PARK,7.390,18.886
2017,14030,030200001,VILLAGE OF CALUMET PARK LIBRARY FUND,0.277,18.886
2017,14030,030200502,TIF VIL OF CALUMET PARK-3,0.000,18.886
2017,14030,040860000,SCHOOL DISTRICT  132,5.476,18.886
2017,14030,042180000,COMMUNITY HIGH SCHOOL  218,3.719,18.886
2017,14030,043080000,MORAINE VALLEY COMM COLL DISTR 524,0.365,18.886
2017,14030,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.402,18.886
2017,14030,090040000,SOUTH COOK COUNTY MOSQ ABATEMENT DIST,0.016,18.886
2017,14031,010010000,COUNTY OF COOK,0.496,18.886
2017,14031,010010001,CONSOLIDATED ELECTIONS,0.031,18.886
2017,14031,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.062,18.886
2017,14031,020050000,TOWN CALUMET,0.412,18.886
2017,14031,020050002,GENERAL ASSISTANCE CALUMET,0.106,18.886
2017,14031,020050003,ROAD AND BRIDGE CALUMET,0.134,18.886
2017,14031,030200000,VILLAGE OF   CALUMET PARK,7.390,18.886
2017,14031,030200001,VILLAGE OF CALUMET PARK LIBRARY FUND,0.277,18.886
2017,14031,030200503,TIF VIL OF CALUMET PARK-4,0.000,18.886
2017,14031,040860000,SCHOOL DISTRICT  132,5.476,18.886
2017,14031,042180000,COMMUNITY HIGH SCHOOL  218,3.719,18.886
2017,14031,043080000,MORAINE VALLEY COMM COLL DISTR 524,0.365,18.886
2017,14031,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.402,18.886
2017,14031,090040000,SOUTH COOK COUNTY MOSQ ABATEMENT DIST,0.016,18.886
2017,14032,010010000,COUNTY OF COOK,0.496,19.525
2017,14032,010010001,CONSOLIDATED ELECTIONS,0.031,19.525
2017,14032,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.062,19.525
2017,14032,020050000,TOWN CALUMET,0.412,19.525
2017,14032,020050002,GENERAL ASSISTANCE CALUMET,0.106,19.525
2017,14032,020050003,ROAD AND BRIDGE CALUMET,0.134,19.525
2017,14032,030200000,VILLAGE OF   CALUMET PARK,7.390,19.525
2017,14032,030200001,VILLAGE OF CALUMET PARK LIBRARY FUND,0.277,19.525
2017,14032,040860000,SCHOOL DISTRICT  132,5.476,19.525
2017,14032,042180000,COMMUNITY HIGH SCHOOL  218,3.719,19.525
2017,14032,043080000,MORAINE VALLEY COMM COLL DISTR 524,0.365,19.525
2017,14032,050100000,BLUE ISLAND PARK DISTRICT,0.639,19.525
2017,14032,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.402,19.525
2017,14032,090040000,SOUTH COOK COUNTY MOSQ ABATEMENT DIST,0.016,19.525
2017,14033,010010000,COUNTY OF COOK,0.496,18.886
2017,14033,010010001,CONSOLIDATED ELECTIONS,0.031,18.886
2017,14033,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.062,18.886
2017,14033,020050000,TOWN CALUMET,0.412,18.886
2017,14033,020050002,GENERAL ASSISTANCE CALUMET,0.106,18.886
2017,14033,020050003,ROAD AND BRIDGE CALUMET,0.134,18.886
2017,14033,030200000,VILLAGE OF   CALUMET PARK,7.390,18.886
2017,14033,030200001,VILLAGE OF CALUMET PARK LIBRARY FUND,0.277,18.886
2017,14033,030200501,TIF VIL OF CALUMET PARK-2,0.000,18.886
2017,14033,040860000,SCHOOL DISTRICT  132,5.476,18.886
2017,14033,042180000,COMMUNITY HIGH SCHOOL  218,3.719,18.886
2017,14033,043080000,MORAINE VALLEY COMM COLL DISTR 524,0.365,18.886
2017,14033,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.402,18.886
2017,14033,090040000,SOUTH COOK COUNTY MOSQ ABATEMENT DIST,0.016,18.886
2017,14034,010010000,COUNTY OF COOK,0.496,27.296
2017,14034,010010001,CONSOLIDATED ELECTIONS,0.031,27.296
2017,14034,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.062,27.296
2017,14034,020050000,TOWN CALUMET,0.412,27.296
2017,14034,020050002,GENERAL ASSISTANCE CALUMET,0.106,27.296
2017,14034,020050003,ROAD AND BRIDGE CALUMET,0.134,27.296
2017,14034,031080000,VILLAGE OF RIVERDALE,9.006,27.296
2017,14034,031080100,VILLAGE OF RIVERDALE SPECIAL SERVICE AREA 1,0.000,27.296
2017,14034,031080501,TIF VIL OF RIVERDALE-NORTHWEST,0.000,27.296
2017,14034,040870000,SCHOOL DISTRICT #133,8.272,27.296
2017,14034,042070000,THORNTON TOWNSHIP HIGH SCHOOL  205,6.411,27.296
2017,14034,043050000,SOUTH SUBURBAN COLLEGE DISTRICT 510,0.578,27.296
2017,14034,050910000,RIVERDALE PARK DISTRICT,0.727,27.296
2017,14034,060450000,RIVERDALE PUBLIC LIBRARY DISTRICT,0.643,27.296
2017,14034,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.402,27.296
2017,14034,090040000,SOUTH COOK COUNTY MOSQ ABATEMENT DIST,0.016,27.296
2017,14035,010010000,COUNTY OF COOK,0.496,27.296
2017,14035,010010001,CONSOLIDATED ELECTIONS,0.031,27.296
2017,14035,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.062,27.296
2017,14035,020050000,TOWN CALUMET,0.412,27.296
2017,14035,020050002,GENERAL ASSISTANCE CALUMET,0.106,27.296
2017,14035,020050003,ROAD AND BRIDGE CALUMET,0.134,27.296
2017,14035,031080000,VILLAGE OF RIVERDALE,9.006,27.296
2017,14035,031080501,TIF VIL OF RIVERDALE-NORTHWEST,0.000,27.296
2017,14035,040870000,SCHOOL DISTRICT #133,8.272,27.296
2017,14035,042070000,THORNTON TOWNSHIP HIGH SCHOOL  205,6.411,27.296
2017,14035,043050000,SOUTH SUBURBAN COLLEGE DISTRICT 510,0.578,27.296
2017,14035,050910000,RIVERDALE PARK DISTRICT,0.727,27.296
2017,14035,060450000,RIVERDALE PUBLIC LIBRARY DISTRICT,0.643,27.296
2017,14035,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.402,27.296
2017,14035,090040000,SOUTH COOK COUNTY MOSQ ABATEMENT DIST,0.016,27.296
2017,14036,010010000,COUNTY OF COOK,0.496,27.296
2017,14036,010010001,CONSOLIDATED ELECTIONS,0.031,27.296
2017,14036,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.062,27.296
2017,14036,020050000,TOWN CALUMET,0.412,27.296
2017,14036,020050002,GENERAL ASSISTANCE CALUMET,0.106,27.296
2017,14036,020050003,ROAD AND BRIDGE CALUMET,0.134,27.296
2017,14036,031080000,VILLAGE OF RIVERDALE,9.006,27.296
2017,14036,031080100,VILLAGE OF RIVERDALE SPECIAL SERVICE AREA 1,0.000,27.296
2017,14036,031080504,TIF VIL OF RIVERDALE-CENTRAL IND/138 STEWART,0.000,27.296
2017,14036,040870000,SCHOOL DISTRICT #133,8.272,27.296
2017,14036,042070000,THORNTON TOWNSHIP HIGH SCHOOL  205,6.411,27.296
2017,14036,043050000,SOUTH SUBURBAN COLLEGE DISTRICT 510,0.578,27.296
2017,14036,050910000,RIVERDALE PARK DISTRICT,0.727,27.296
2017,14036,060450000,RIVERDALE PUBLIC LIBRARY DISTRICT,0.643,27.296
2017,14036,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.402,27.296
2017,14036,090040000,SOUTH COOK COUNTY MOSQ ABATEMENT DIST,0.016,27.296
2017,14037,010010000,COUNTY OF COOK,0.496,27.296
2017,14037,010010001,CONSOLIDATED ELECTIONS,0.031,27.296
2017,14037,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.062,27.296
2017,14037,020050000,TOWN CALUMET,0.412,27.296
2017,14037,020050002,GENERAL ASSISTANCE CALUMET,0.106,27.296
2017,14037,020050003,ROAD AND BRIDGE CALUMET,0.134,27.296
2017,14037,031080000,VILLAGE OF RIVERDALE,9.006,27.296
2017,14037,031080504,TIF VIL OF RIVERDALE-CENTRAL IND/138 STEWART,0.000,27.296
2017,14037,040870000,SCHOOL DISTRICT #133,8.272,27.296
2017,14037,042070000,THORNTON TOWNSHIP HIGH SCHOOL  205,6.411,27.296
2017,14037,043050000,SOUTH SUBURBAN COLLEGE DISTRICT 510,0.578,27.296
2017,14037,050910000,RIVERDALE PARK DISTRICT,0.727,27.296
2017,14037,060450000,RIVERDALE PUBLIC LIBRARY DISTRICT,0.643,27.296
2017,14037,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.402,27.296
2017,14037,090040000,SOUTH COOK COUNTY MOSQ ABATEMENT DIST,0.016,27.296
2017,14038,010010000,COUNTY OF COOK,0.496,27.296
2017,14038,010010001,CONSOLIDATED ELECTIONS,0.031,27.296
2017,14038,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.062,27.296
2017,14038,020050000,TOWN CALUMET,0.412,27.296
2017,14038,020050002,GENERAL ASSISTANCE CALUMET,0.106,27.296
2017,14038,020050003,ROAD AND BRIDGE CALUMET,0.134,27.296
2017,14038,031080000,VILLAGE OF RIVERDALE,9.006,27.296
2017,14038,040870000,SCHOOL DISTRICT #133,8.272,27.296
2017,14038,042070000,THORNTON TOWNSHIP HIGH SCHOOL  205,6.411,27.296
2017,14038,043050000,SOUTH SUBURBAN COLLEGE DISTRICT 510,0.578,27.296
2017,14038,050910000,RIVERDALE PARK DISTRICT,0.727,27.296
2017,14038,060450000,RIVERDALE PUBLIC LIBRARY DISTRICT,0.643,27.296
2017,14038,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.402,27.296
2017,14038,090040000,SOUTH COOK COUNTY MOSQ ABATEMENT DIST,0.016,27.296
2017,14039,010010000,COUNTY OF COOK,0.496,24.500
2017,14039,010010001,CONSOLIDATED ELECTIONS,0.031,24.500
2017,14039,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.062,24.500
2017,14039,020050000,TOWN CALUMET,0.412,24.500
2017,14039,020050002,GENERAL ASSISTANCE CALUMET,0.106,24.500
2017,14039,020050003,ROAD AND BRIDGE CALUMET,0.134,24.500
2017,14039,031080000,VILLAGE OF RIVERDALE,9.006,24.500
2017,14039,040860000,SCHOOL DISTRICT  132,5.476,24.500
2017,14039,042070000,THORNTON TOWNSHIP HIGH SCHOOL  205,6.411,24.500
2017,14039,043050000,SOUTH SUBURBAN COLLEGE DISTRICT 510,0.578,24.500
2017,14039,050910000,RIVERDALE PARK DISTRICT,0.727,24.500
2017,14039,060450000,RIVERDALE PUBLIC LIBRARY DISTRICT,0.643,24.500
2017,14039,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.402,24.500
2017,14039,090040000,SOUTH COOK COUNTY MOSQ ABATEMENT DIST,0.016,24.500
2017,14040,010010000,COUNTY OF COOK,0.496,27.296
2017,14040,010010001,CONSOLIDATED ELECTIONS,0.031,27.296
2017,14040,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.062,27.296
2017,14040,020050000,TOWN CALUMET,0.412,27.296
2017,14040,020050002,GENERAL ASSISTANCE CALUMET,0.106,27.296
2017,14040,020050003,ROAD AND BRIDGE CALUMET,0.134,27.296
2017,14040,031080000,VILLAGE OF RIVERDALE,9.006,27.296
2017,14040,031080100,VILLAGE OF RIVERDALE SPECIAL SERVICE AREA 1,0.000,27.296
2017,14040,040870000,SCHOOL DISTRICT #133,8.272,27.296
2017,14040,042070000,THORNTON TOWNSHIP HIGH SCHOOL  205,6.411,27.296
2017,14040,043050000,SOUTH SUBURBAN COLLEGE DISTRICT 510,0.578,27.296
2017,14040,050910000,RIVERDALE PARK DISTRICT,0.727,27.296
2017,14040,060450000,RIVERDALE PUBLIC LIBRARY DISTRICT,0.643,27.296
2017,14040,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.402,27.296
2017,14040,090040000,SOUTH COOK COUNTY MOSQ ABATEMENT DIST,0.016,27.296
2017,14041,010010000,COUNTY OF COOK,0.496,15.254
2017,14041,010010001,CONSOLIDATED ELECTIONS,0.031,15.254
2017,14041,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.062,15.254
2017,14041,020050000,TOWN CALUMET,0.412,15.254
2017,14041,020050002,GENERAL ASSISTANCE CALUMET,0.106,15.254
2017,14041,020050003,ROAD AND BRIDGE CALUMET,0.134,15.254
2017,14041,030110000,CITY OF   BLUE ISLAND,2.955,15.254
2017,14041,030110001,CITY OF BLUE ISLAND LIBRARY FUND,0.516,15.254
2017,14041,030110505,TIF CITY OF BLUE ISLAND-6,0.000,15.254
2017,14041,040850000,SCHOOL DISTRICT  130,5.401,15.254
2017,14041,042180000,COMMUNITY HIGH SCHOOL  218,3.719,15.254
2017,14041,043080000,MORAINE VALLEY COMM COLL DISTR 524,0.365,15.254
2017,14041,050100000,BLUE ISLAND PARK DISTRICT,0.639,15.254
2017,14041,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.402,15.254
2017,14041,090040000,SOUTH COOK COUNTY MOSQ ABATEMENT DIST,0.016,15.254
2017,14042,010010000,COUNTY OF COOK,0.496,15.329
2017,14042,010010001,CONSOLIDATED ELECTIONS,0.031,15.329
2017,14042,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.062,15.329
2017,14042,020050000,TOWN CALUMET,0.412,15.329
2017,14042,020050002,GENERAL ASSISTANCE CALUMET,0.106,15.329
2017,14042,020050003,ROAD AND BRIDGE CALUMET,0.134,15.329
2017,14042,030110000,CITY OF   BLUE ISLAND,2.955,15.329
2017,14042,030110001,CITY OF BLUE ISLAND LIBRARY FUND,0.516,15.329
2017,14042,030110504,TIF CITY OF BLUE ISLAND-5,0.000,15.329
2017,14042,040860000,SCHOOL DISTRICT  132,5.476,15.329
2017,14042,042180000,COMMUNITY HIGH SCHOOL  218,3.719,15.329
2017,14042,043080000,MORAINE VALLEY COMM COLL DISTR 524,0.365,15.329
2017,14042,050100000,BLUE ISLAND PARK DISTRICT,0.639,15.329
2017,14042,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.402,15.329
2017,14042,090040000,SOUTH COOK COUNTY MOSQ ABATEMENT DIST,0.016,15.329
2017,14043,010010000,COUNTY OF COOK,0.496,15.254
2017,14043,010010001,CONSOLIDATED ELECTIONS,0.031,15.254
2017,14043,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.062,15.254
2017,14043,020050000,TOWN CALUMET,0.412,15.254
2017,14043,020050002,GENERAL ASSISTANCE CALUMET,0.106,15.254
2017,14043,020050003,ROAD AND BRIDGE CALUMET,0.134,15.254
2017,14043,030110000,CITY OF   BLUE ISLAND,2.955,15.254
2017,14043,030110001,CITY OF BLUE ISLAND LIBRARY FUND,0.516,15.254
2017,14043,030110504,TIF CITY OF BLUE ISLAND-5,0.000,15.254
2017,14043,040850000,SCHOOL DISTRICT  130,5.401,15.254
2017,14043,042180000,COMMUNITY HIGH SCHOOL  218,3.719,15.254
2017,14043,043080000,MORAINE VALLEY COMM COLL DISTR 524,0.365,15.254
2017,14043,050100000,BLUE ISLAND PARK DISTRICT,0.639,15.254
2017,14043,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.402,15.254
2017,14043,090040000,SOUTH COOK COUNTY MOSQ ABATEMENT DIST,0.016,15.254
2017,14044,010010000,COUNTY OF COOK,0.496,15.254
2017,14044,010010001,CONSOLIDATED ELECTIONS,0.031,15.254
2017,14044,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.062,15.254
2017,14044,020050000,TOWN CALUMET,0.412,15.254
2017,14044,020050002,GENERAL ASSISTANCE CALUMET,0.106,15.254
2017,14044,020050003,ROAD AND BRIDGE CALUMET,0.134,15.254
2017,14044,030110000,CITY OF   BLUE ISLAND,2.955,15.254
2017,14044,030110001,CITY OF BLUE ISLAND LIBRARY FUND,0.516,15.254
2017,14044,030110504,TIF CITY OF BLUE ISLAND-5,0.000,15.254
2017,14044,040850000,SCHOOL DISTRICT  130,5.401,15.254
2017,14044,042180000,COMMUNITY HIGH SCHOOL  218,3.719,15.254
2017,14044,043080000,MORAINE VALLEY COMM COLL DISTR 524,0.365,15.254
2017,14044,050100000,BLUE ISLAND PARK DISTRICT,0.639,15.254
2017,14044,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.402,15.254
2017,14044,090040000,SOUTH COOK COUNTY MOSQ ABATEMENT DIST,0.016,15.254
2017,14045,010010000,COUNTY OF COOK,0.496,18.886
2017,14045,010010001,CONSOLIDATED ELECTIONS,0.031,18.886
2017,14045,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.062,18.886
2017,14045,020050000,TOWN CALUMET,0.412,18.886
2017,14045,020050002,GENERAL ASSISTANCE CALUMET,0.106,18.886
2017,14045,020050003,ROAD AND BRIDGE CALUMET,0.134,18.886
2017,14045,030200000,VILLAGE OF   CALUMET PARK,7.390,18.886
2017,14045,030200001,VILLAGE OF CALUMET PARK LIBRARY FUND,0.277,18.886
2017,14045,030200505,TIF VIL OF CALUMET PARK-6 TRAIN STATION,0.000,18.886
2017,14045,040860000,SCHOOL DISTRICT  132,5.476,18.886
2017,14045,042180000,COMMUNITY HIGH SCHOOL  218,3.719,18.886
2017,14045,043080000,MORAINE VALLEY COMM COLL DISTR 524,0.365,18.886
2017,14045,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.402,18.886
2017,14045,090040000,SOUTH COOK COUNTY MOSQ ABATEMENT DIST,0.016,18.886
2017,14046,010010000,COUNTY OF COOK,0.496,15.329
2017,14046,010010001,CONSOLIDATED ELECTIONS,0.031,15.329
2017,14046,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.062,15.329
2017,14046,020050000,TOWN CALUMET,0.412,15.329
2017,14046,020050002,GENERAL ASSISTANCE CALUMET,0.106,15.329
2017,14046,020050003,ROAD AND BRIDGE CALUMET,0.134,15.329
2017,14046,030110000,CITY OF   BLUE ISLAND,2.955,15.329
2017,14046,030110001,CITY OF BLUE ISLAND LIBRARY FUND,0.516,15.329
2017,14046,030110503,TIF CITY OF BLUE ISLAND-4,0.000,15.329
2017,14046,040860000,SCHOOL DISTRICT  132,5.476,15.329
2017,14046,042180000,COMMUNITY HIGH SCHOOL  218,3.719,15.329
2017,14046,043080000,MORAINE VALLEY COMM COLL DISTR 524,0.365,15.329
2017,14046,050100000,BLUE ISLAND PARK DISTRICT,0.639,15.329
2017,14046,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.402,15.329
2017,14046,090040000,SOUTH COOK COUNTY MOSQ ABATEMENT DIST,0.016,15.329
