Tax Year,Tax code,Agency,Agency Name,Agency Rate,Tax code Rate
2016,13022,041060000,SCHOOL DISTRICT 153,6.121,21.53
2016,13022,042290000,HOMEWOOD FLOSSMOOR COMM HIGH SCHOOL  233,6.245,21.53
2016,13022,043070000,PRAIRIE STATE COMM COLLEGE DISTRICT 515,0.481,21.53
2016,13022,050450000,HAZELCREST PARK DISTRICT,1.005,21.53
2016,13022,060190000,GRANDE PRAIRIE PUBLIC LIB DIST,0.516,21.53
2016,13022,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.406,21.53
2016,13022,090040000,SOUTH COOK COUNTY MOSQ ABATEMENT DIST,0.017,21.53
2016,13023,010010000,COUNTY OF COOK,0.533,13.94
2016,13023,010010001,CONSOLIDATED ELECTIONS,0,13.94
2016,13023,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.063,13.94
2016,13023,020040000,TOWN   BREMEN,0.087,13.94
2016,13023,020040002,GENERAL ASSISTANCE   BREMEN,0.019,13.94
2016,13023,020040003,ROAD AND BRIDGE BREMEN,0.057,13.94
2016,13023,041140000,SCHOOL DISTRICT 160,6.136,13.94
2016,13023,042240000,COMMUNITY HIGH SCHOOL  228,5.296,13.94
2016,13023,043050000,SOUTH SUBURBAN COLLEGE DISTRICT 510,0.607,13.94
2016,13023,050240000,COUNTRY CLUB HILLS PARK DISTRICT,0.719,13.94
2016,13023,070070000,COUNTRY CLUB HILLS FIRE PROTECTION DIST,0,13.94
2016,13023,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.406,13.94
2016,13023,090040000,SOUTH COOK COUNTY MOSQ ABATEMENT DIST,0.017,13.94
2016,13024,010010000,COUNTY OF COOK,0.533,13.341
2016,13024,010010001,CONSOLIDATED ELECTIONS,0,13.341
2016,13024,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.063,13.341
2016,13024,020040000,TOWN   BREMEN,0.087,13.341
2016,13024,020040002,GENERAL ASSISTANCE   BREMEN,0.019,13.341
2016,13024,020040003,ROAD AND BRIDGE BREMEN,0.057,13.341
2016,13024,041150000,SCHOOL DISTRICT 161,6.256,13.341
2016,13024,042240000,COMMUNITY HIGH SCHOOL  228,5.296,13.341
2016,13024,043050000,SOUTH SUBURBAN COLLEGE DISTRICT 510,0.607,13.341
2016,13024,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.406,13.341
2016,13024,090040000,SOUTH COOK COUNTY MOSQ ABATEMENT DIST,0.017,13.341
2016,13025,010010000,COUNTY OF COOK,0.533,20.842
2016,13025,010010001,CONSOLIDATED ELECTIONS,0,20.842
2016,13025,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.063,20.842
2016,13025,020040000,TOWN   BREMEN,0.087,20.842
2016,13025,020040002,GENERAL ASSISTANCE   BREMEN,0.019,20.842
2016,13025,020040003,ROAD AND BRIDGE BREMEN,0.057,20.842
2016,13025,030530000,VILLAGE OF   HAZELCREST,5.98,20.842
2016,13025,041150000,SCHOOL DISTRICT 161,6.256,20.842
2016,13025,042240000,COMMUNITY HIGH SCHOOL  228,5.296,20.842
2016,13025,043050000,SOUTH SUBURBAN COLLEGE DISTRICT 510,0.607,20.842
2016,13025,050450000,HAZELCREST PARK DISTRICT,1.005,20.842
2016,13025,060190000,GRANDE PRAIRIE PUBLIC LIB DIST,0.516,20.842
2016,13025,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.406,20.842
2016,13025,090040000,SOUTH COOK COUNTY MOSQ ABATEMENT DIST,0.017,20.842
2016,13026,010010000,COUNTY OF COOK,0.533,13.708
2016,13026,010010001,CONSOLIDATED ELECTIONS,0,13.708
2016,13026,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.063,13.708
2016,13026,020040000,TOWN   BREMEN,0.087,13.708
2016,13026,020040002,GENERAL ASSISTANCE   BREMEN,0.019,13.708
2016,13026,020040003,ROAD AND BRIDGE BREMEN,0.057,13.708
2016,13026,030110000,CITY OF   BLUE ISLAND,3.29,13.708
2016,13026,030110001,CITY OF BLUE ISLAND LIBRARY FUND,0.574,13.708
2016,13026,030110502,TIF CITY OF BLUE ISLAND-3,0,13.708
2016,13026,040950000,SCHOOL DISTRICT  143 1/2,4.092,13.708
2016,13026,042180000,COMMUNITY HIGH SCHOOL  218,4.164,13.708
2016,13026,043080000,MORAINE VALLEY COMM COLL DISTR 524,0.406,13.708
2016,13026,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.406,13.708
2016,13026,090040000,SOUTH COOK COUNTY MOSQ ABATEMENT DIST,0.017,13.708
2016,13027,010010000,COUNTY OF COOK,0.533,14.422
2016,13027,010010001,CONSOLIDATED ELECTIONS,0,14.422
2016,13027,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.063,14.422
2016,13027,020040000,TOWN   BREMEN,0.087,14.422
2016,13027,020040002,GENERAL ASSISTANCE   BREMEN,0.019,14.422
2016,13027,020040003,ROAD AND BRIDGE BREMEN,0.057,14.422
2016,13027,030110000,CITY OF   BLUE ISLAND,3.29,14.422
2016,13027,030110001,CITY OF BLUE ISLAND LIBRARY FUND,0.574,14.422
2016,13027,040950000,SCHOOL DISTRICT  143 1/2,4.092,14.422
2016,13027,042180000,COMMUNITY HIGH SCHOOL  218,4.164,14.422
2016,13027,043080000,MORAINE VALLEY COMM COLL DISTR 524,0.406,14.422
2016,13027,050100000,BLUE ISLAND PARK DISTRICT,0.714,14.422
2016,13027,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.406,14.422
2016,13027,090040000,SOUTH COOK COUNTY MOSQ ABATEMENT DIST,0.017,14.422
2016,13028,010010000,COUNTY OF COOK,0.533,12.136
2016,13028,010010001,CONSOLIDATED ELECTIONS,0,12.136
2016,13028,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.063,12.136
2016,13028,020040000,TOWN   BREMEN,0.087,12.136
2016,13028,020040002,GENERAL ASSISTANCE   BREMEN,0.019,12.136
2016,13028,020040003,ROAD AND BRIDGE BREMEN,0.057,12.136
2016,13028,030260000,VILLAGE OF   CRESTWOOD,0.589,12.136
2016,13028,040930000,SCHOOL DISTRICT  142,4.225,12.136
2016,13028,042240000,COMMUNITY HIGH SCHOOL  228,5.296,12.136
2016,13028,043050000,SOUTH SUBURBAN COLLEGE DISTRICT 510,0.607,12.136
2016,13028,060010000,ACORN PUBLIC LIBRARY DISTRICT,0.237,12.136
2016,13028,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.406,12.136
2016,13028,090040000,SOUTH COOK COUNTY MOSQ ABATEMENT DIST,0.017,12.136
2016,13029,010010000,COUNTY OF COOK,0.533,15.835
2016,13029,010010001,CONSOLIDATED ELECTIONS,0,15.835
2016,13029,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.063,15.835
2016,13029,020040000,TOWN   BREMEN,0.087,15.835
2016,13029,020040002,GENERAL ASSISTANCE   BREMEN,0.019,15.835
2016,13029,020040003,ROAD AND BRIDGE BREMEN,0.057,15.835
2016,13029,031100000,VILLAGE OF   ROBBINS,4.769,15.835
2016,13029,040950000,SCHOOL DISTRICT  143 1/2,4.092,15.835
2016,13029,042180000,COMMUNITY HIGH SCHOOL  218,4.164,15.835
2016,13029,043080000,MORAINE VALLEY COMM COLL DISTR 524,0.406,15.835
2016,13029,050920000,ROBBINS PARK DISTRICT,0.466,15.835
2016,13029,060520000,WILLIAM LEONARD PUBLIC LIBRARY DISTRICT,0.756,15.835
2016,13029,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.406,15.835
2016,13029,090040000,SOUTH COOK COUNTY MOSQ ABATEMENT DIST,0.017,15.835
2016,13030,010010000,COUNTY OF COOK,0.533,15.985
2016,13030,010010001,CONSOLIDATED ELECTIONS,0,15.985
2016,13030,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.063,15.985
2016,13030,020040000,TOWN   BREMEN,0.087,15.985
2016,13030,020040002,GENERAL ASSISTANCE   BREMEN,0.019,15.985
2016,13030,020040003,ROAD AND BRIDGE BREMEN,0.057,15.985
2016,13030,031100000,VILLAGE OF   ROBBINS,4.769,15.985
2016,13030,040940000,SCHOOL DISTRICT  143,4.242,15.985
2016,13030,042180000,COMMUNITY HIGH SCHOOL  218,4.164,15.985
2016,13030,043080000,MORAINE VALLEY COMM COLL DISTR 524,0.406,15.985
2016,13030,050920000,ROBBINS PARK DISTRICT,0.466,15.985
2016,13030,060520000,WILLIAM LEONARD PUBLIC LIBRARY DISTRICT,0.756,15.985
2016,13030,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.406,15.985
2016,13030,090040000,SOUTH COOK COUNTY MOSQ ABATEMENT DIST,0.017,15.985
2016,13031,010010000,COUNTY OF COOK,0.533,13.857
2016,13031,010010001,CONSOLIDATED ELECTIONS,0,13.857
2016,13031,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.063,13.857
2016,13031,020040000,TOWN   BREMEN,0.087,13.857
2016,13031,020040002,GENERAL ASSISTANCE   BREMEN,0.019,13.857
2016,13031,020040003,ROAD AND BRIDGE BREMEN,0.057,13.857
2016,13031,031030000,VILLAGE OF   POSEN,2.212,13.857
2016,13031,040950000,SCHOOL DISTRICT  143 1/2,4.092,13.857
2016,13031,042240000,COMMUNITY HIGH SCHOOL  228,5.296,13.857
2016,13031,043050000,SOUTH SUBURBAN COLLEGE DISTRICT 510,0.607,13.857
2016,13031,050850000,POSEN PARK DISTRICT,0.297,13.857
2016,13031,060400000,POSEN PUBLIC LIBRARY DISTRICT,0.171,13.857
2016,13031,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.406,13.857
2016,13031,090040000,SOUTH COOK COUNTY MOSQ ABATEMENT DIST,0.017,13.857
2016,13032,010010000,COUNTY OF COOK,0.533,15.533
2016,13032,010010001,CONSOLIDATED ELECTIONS,0,15.533
2016,13032,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.063,15.533
2016,13032,020040000,TOWN   BREMEN,0.087,15.533
2016,13032,020040002,GENERAL ASSISTANCE   BREMEN,0.019,15.533
2016,13032,020040003,ROAD AND BRIDGE BREMEN,0.057,15.533
2016,13032,030900000,CITY OF OAK FOREST,2.456,15.533
2016,13032,040970000,SCHOOL DISTRICT 145,5.755,15.533
2016,13032,042240000,COMMUNITY HIGH SCHOOL  228,5.296,15.533
2016,13032,043050000,SOUTH SUBURBAN COLLEGE DISTRICT 510,0.607,15.533
2016,13032,060010000,ACORN PUBLIC LIBRARY DISTRICT,0.237,15.533
2016,13032,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.406,15.533
2016,13032,090040000,SOUTH COOK COUNTY MOSQ ABATEMENT DIST,0.017,15.533
2016,13033,010010000,COUNTY OF COOK,0.533,10.631
2016,13033,010010001,CONSOLIDATED ELECTIONS,0,10.631
2016,13033,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.063,10.631
2016,13033,020040000,TOWN   BREMEN,0.087,10.631
2016,13033,020040002,GENERAL ASSISTANCE   BREMEN,0.019,10.631
2016,13033,020040003,ROAD AND BRIDGE BREMEN,0.057,10.631
2016,13033,030260000,VILLAGE OF   CRESTWOOD,0.589,10.631
2016,13033,040950000,SCHOOL DISTRICT  143 1/2,4.092,10.631
2016,13033,042180000,COMMUNITY HIGH SCHOOL  218,4.164,10.631
2016,13033,043080000,MORAINE VALLEY COMM COLL DISTR 524,0.406,10.631
2016,13033,060090000,CRESTWOOD PUBLIC LIB DIST,0.198,10.631
2016,13033,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.406,10.631
2016,13033,090040000,SOUTH COOK COUNTY MOSQ ABATEMENT DIST,0.017,10.631
2016,13034,010010000,COUNTY OF COOK,0.533,10.781
2016,13034,010010001,CONSOLIDATED ELECTIONS,0,10.781
2016,13034,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.063,10.781
2016,13034,020040000,TOWN   BREMEN,0.087,10.781
2016,13034,020040002,GENERAL ASSISTANCE   BREMEN,0.019,10.781
2016,13034,020040003,ROAD AND BRIDGE BREMEN,0.057,10.781
2016,13034,030260000,VILLAGE OF   CRESTWOOD,0.589,10.781
2016,13034,040940000,SCHOOL DISTRICT  143,4.242,10.781
2016,13034,042180000,COMMUNITY HIGH SCHOOL  218,4.164,10.781
2016,13034,043080000,MORAINE VALLEY COMM COLL DISTR 524,0.406,10.781
2016,13034,060090000,CRESTWOOD PUBLIC LIB DIST,0.198,10.781
2016,13034,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.406,10.781
2016,13034,090040000,SOUTH COOK COUNTY MOSQ ABATEMENT DIST,0.017,10.781
2016,13035,010010000,COUNTY OF COOK,0.533,12.53
2016,13035,010010001,CONSOLIDATED ELECTIONS,0,12.53
2016,13035,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.063,12.53
2016,13035,020040000,TOWN   BREMEN,0.087,12.53
2016,13035,020040002,GENERAL ASSISTANCE   BREMEN,0.019,12.53
2016,13035,020040003,ROAD AND BRIDGE BREMEN,0.057,12.53
2016,13035,030260000,VILLAGE OF   CRESTWOOD,0.589,12.53
2016,13035,040850000,SCHOOL DISTRICT  130,5.991,12.53
2016,13035,042180000,COMMUNITY HIGH SCHOOL  218,4.164,12.53
2016,13035,043080000,MORAINE VALLEY COMM COLL DISTR 524,0.406,12.53
2016,13035,060090000,CRESTWOOD PUBLIC LIB DIST,0.198,12.53
2016,13035,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.406,12.53
2016,13035,090040000,SOUTH COOK COUNTY MOSQ ABATEMENT DIST,0.017,12.53
2016,13036,010010000,COUNTY OF COOK,0.533,15.305
2016,13036,010010001,CONSOLIDATED ELECTIONS,0,15.305
2016,13036,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.063,15.305
2016,13036,020040000,TOWN   BREMEN,0.087,15.305
2016,13036,020040002,GENERAL ASSISTANCE   BREMEN,0.019,15.305
2016,13036,020040003,ROAD AND BRIDGE BREMEN,0.057,15.305
2016,13036,030800000,VILLAGE OF   MIDLOTHIAN,2.584,15.305
2016,13036,030800001,VILLAGE OF MIDLOTHIAN LIBRARY FUND,0.702,15.305
2016,13036,040940000,SCHOOL DISTRICT  143,4.242,15.305
2016,13036,042240000,COMMUNITY HIGH SCHOOL  228,5.296,15.305
2016,13036,043050000,SOUTH SUBURBAN COLLEGE DISTRICT 510,0.607,15.305
2016,13036,050640000,MIDLOTHIAN PARK DISTRICT,0.692,15.305
2016,13036,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.406,15.305
2016,13036,090040000,SOUTH COOK COUNTY MOSQ ABATEMENT DIST,0.017,15.305
2016,13037,010010000,COUNTY OF COOK,0.533,11.935
2016,13037,010010001,CONSOLIDATED ELECTIONS,0,11.935
2016,13037,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.063,11.935
2016,13037,020040000,TOWN   BREMEN,0.087,11.935
2016,13037,020040002,GENERAL ASSISTANCE   BREMEN,0.019,11.935
2016,13037,020040003,ROAD AND BRIDGE BREMEN,0.057,11.935
2016,13037,030260000,VILLAGE OF   CRESTWOOD,0.589,11.935
2016,13037,040930000,SCHOOL DISTRICT  142,4.225,11.935
2016,13037,042240000,COMMUNITY HIGH SCHOOL  228,5.296,11.935
2016,13037,043080000,MORAINE VALLEY COMM COLL DISTR 524,0.406,11.935
2016,13037,060010000,ACORN PUBLIC LIBRARY DISTRICT,0.237,11.935
2016,13037,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.406,11.935
2016,13037,090040000,SOUTH COOK COUNTY MOSQ ABATEMENT DIST,0.017,11.935
2016,13038,010010000,COUNTY OF COOK,0.533,21.604
2016,13038,010010001,CONSOLIDATED ELECTIONS,0,21.604
2016,13038,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.063,21.604
2016,13038,020040000,TOWN   BREMEN,0.087,21.604
2016,13038,020040002,GENERAL ASSISTANCE   BREMEN,0.019,21.604
2016,13038,020040003,ROAD AND BRIDGE BREMEN,0.057,21.604
2016,13038,030510000,CITY OF   HARVEY,8.793,21.604
2016,13038,040950000,SCHOOL DISTRICT  143 1/2,4.092,21.604
2016,13038,042240000,COMMUNITY HIGH SCHOOL  228,5.296,21.604
2016,13038,043050000,SOUTH SUBURBAN COLLEGE DISTRICT 510,0.607,21.604
2016,13038,050430000,HARVEY PARK DISTRICT,0.887,21.604
2016,13038,060210000,HARVEY PUBLIC LIBRARY DISTRICT,0.747,21.604
2016,13038,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.406,21.604
2016,13038,090040000,SOUTH COOK COUNTY MOSQ ABATEMENT DIST,0.017,21.604
2016,13039,010010000,COUNTY OF COOK,0.533,15.437
2016,13039,010010001,CONSOLIDATED ELECTIONS,0,15.437
2016,13039,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.063,15.437
2016,13039,020040000,TOWN   BREMEN,0.087,15.437
2016,13039,020040002,GENERAL ASSISTANCE   BREMEN,0.019,15.437
2016,13039,020040003,ROAD AND BRIDGE BREMEN,0.057,15.437
2016,13039,031270000,VILLAGE OF   TINLEY PARK,1.475,15.437
2016,13039,031270001,VILLAGE OF TINLEY PARK LIBRARY FUND,0.412,15.437
2016,13039,040980000,SCHOOL DISTRICT C C  146,5.943,15.437
2016,13039,042240000,COMMUNITY HIGH SCHOOL  228,5.296,15.437
2016,13039,043050000,SOUTH SUBURBAN COLLEGE DISTRICT 510,0.607,15.437
2016,13039,051020000,TINLEY PARK PARK DISTRICT,0.522,15.437
2016,13039,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.406,15.437
2016,13039,090040000,SOUTH COOK COUNTY MOSQ ABATEMENT DIST,0.017,15.437
2016,13040,010010000,COUNTY OF COOK,0.533,14.727
2016,13040,010010001,CONSOLIDATED ELECTIONS,0,14.727
2016,13040,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.063,14.727
2016,13040,020040000,TOWN   BREMEN,0.087,14.727
2016,13040,020040002,GENERAL ASSISTANCE   BREMEN,0.019,14.727
2016,13040,020040003,ROAD AND BRIDGE BREMEN,0.057,14.727
2016,13040,031270000,VILLAGE OF   TINLEY PARK,1.475,14.727
2016,13040,031270001,VILLAGE OF TINLEY PARK LIBRARY FUND,0.412,14.727
2016,13040,040970000,SCHOOL DISTRICT 145,5.755,14.727
2016,13040,042240000,COMMUNITY HIGH SCHOOL  228,5.296,14.727
2016,13040,043050000,SOUTH SUBURBAN COLLEGE DISTRICT 510,0.607,14.727
2016,13040,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.406,14.727
2016,13040,090040000,SOUTH COOK COUNTY MOSQ ABATEMENT DIST,0.017,14.727
2016,13041,010010000,COUNTY OF COOK,0.533,22.361
2016,13041,010010001,CONSOLIDATED ELECTIONS,0,22.361
2016,13041,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.063,22.361
2016,13041,020040000,TOWN   BREMEN,0.087,22.361
2016,13041,020040002,GENERAL ASSISTANCE   BREMEN,0.019,22.361
2016,13041,020040003,ROAD AND BRIDGE BREMEN,0.057,22.361
2016,13041,030730000,CITY OF   MARKHAM,9.852,22.361
2016,13041,030730001,CITY OF MARKHAM LIBRARY FUND,0.759,22.361
2016,13041,040940000,SCHOOL DISTRICT  143,4.242,22.361
2016,13041,042240000,COMMUNITY HIGH SCHOOL  228,5.296,22.361
2016,13041,043050000,SOUTH SUBURBAN COLLEGE DISTRICT 510,0.607,22.361
2016,13041,050580000,MARKHAM PARK DISTRICT,0.423,22.361
2016,13041,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.406,22.361
2016,13041,090040000,SOUTH COOK COUNTY MOSQ ABATEMENT DIST,0.017,22.361
2016,13042,010010000,COUNTY OF COOK,0.533,22.211
2016,13042,010010001,CONSOLIDATED ELECTIONS,0,22.211
2016,13042,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.063,22.211
2016,13042,020040000,TOWN   BREMEN,0.087,22.211
2016,13042,020040002,GENERAL ASSISTANCE   BREMEN,0.019,22.211
2016,13042,020040003,ROAD AND BRIDGE BREMEN,0.057,22.211
2016,13042,030730000,CITY OF   MARKHAM,9.852,22.211
2016,13042,030730001,CITY OF MARKHAM LIBRARY FUND,0.759,22.211
2016,13042,040950000,SCHOOL DISTRICT  143 1/2,4.092,22.211
2016,13042,042240000,COMMUNITY HIGH SCHOOL  228,5.296,22.211
2016,13042,043050000,SOUTH SUBURBAN COLLEGE DISTRICT 510,0.607,22.211
2016,13042,050580000,MARKHAM PARK DISTRICT,0.423,22.211
2016,13042,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.406,22.211
2016,13042,090040000,SOUTH COOK COUNTY MOSQ ABATEMENT DIST,0.017,22.211
2016,13043,010010000,COUNTY OF COOK,0.533,24.39
2016,13043,010010001,CONSOLIDATED ELECTIONS,0,24.39
2016,13043,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.063,24.39
2016,13043,020040000,TOWN   BREMEN,0.087,24.39
2016,13043,020040002,GENERAL ASSISTANCE   BREMEN,0.019,24.39
2016,13043,020040003,ROAD AND BRIDGE BREMEN,0.057,24.39
2016,13043,030730000,CITY OF   MARKHAM,9.852,24.39
2016,13043,030730001,CITY OF MARKHAM LIBRARY FUND,0.759,24.39
2016,13043,040960000,SCHOOL DISTRICT  144,6.271,24.39
2016,13043,042240000,COMMUNITY HIGH SCHOOL  228,5.296,24.39
2016,13043,043050000,SOUTH SUBURBAN COLLEGE DISTRICT 510,0.607,24.39
2016,13043,050580000,MARKHAM PARK DISTRICT,0.423,24.39
2016,13043,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.406,24.39
2016,13043,090040000,SOUTH COOK COUNTY MOSQ ABATEMENT DIST,0.017,24.39
2016,13044,010010000,COUNTY OF COOK,0.533,15.288
2016,13044,010010001,CONSOLIDATED ELECTIONS,0,15.288
2016,13044,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.063,15.288
2016,13044,020040000,TOWN   BREMEN,0.087,15.288
2016,13044,020040002,GENERAL ASSISTANCE   BREMEN,0.019,15.288
2016,13044,020040003,ROAD AND BRIDGE BREMEN,0.057,15.288
2016,13044,030800000,VILLAGE OF   MIDLOTHIAN,2.584,15.288
2016,13044,030800001,VILLAGE OF MIDLOTHIAN LIBRARY FUND,0.702,15.288
2016,13044,040930000,SCHOOL DISTRICT  142,4.225,15.288
2016,13044,042240000,COMMUNITY HIGH SCHOOL  228,5.296,15.288
2016,13044,043050000,SOUTH SUBURBAN COLLEGE DISTRICT 510,0.607,15.288
2016,13044,050640000,MIDLOTHIAN PARK DISTRICT,0.692,15.288
2016,13044,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.406,15.288
2016,13044,090040000,SOUTH COOK COUNTY MOSQ ABATEMENT DIST,0.017,15.288
2016,13045,010010000,COUNTY OF COOK,0.533,15.812
2016,13045,010010001,CONSOLIDATED ELECTIONS,0,15.812
2016,13045,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.063,15.812
2016,13045,020040000,TOWN   BREMEN,0.087,15.812
2016,13045,020040002,GENERAL ASSISTANCE   BREMEN,0.019,15.812
2016,13045,020040003,ROAD AND BRIDGE BREMEN,0.057,15.812
2016,13045,030900000,CITY OF OAK FOREST,2.456,15.812
2016,13045,040960000,SCHOOL DISTRICT  144,6.271,15.812
2016,13045,042240000,COMMUNITY HIGH SCHOOL  228,5.296,15.812
2016,13045,043050000,SOUTH SUBURBAN COLLEGE DISTRICT 510,0.607,15.812
2016,13045,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.406,15.812
2016,13045,090040000,SOUTH COOK COUNTY MOSQ ABATEMENT DIST,0.017,15.812
2016,13049,010010000,COUNTY OF COOK,0.533,22.154
2016,13049,010010001,CONSOLIDATED ELECTIONS,0,22.154
2016,13049,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.063,22.154
2016,13049,020040000,TOWN   BREMEN,0.087,22.154
2016,13049,020040002,GENERAL ASSISTANCE   BREMEN,0.019,22.154
2016,13049,020040003,ROAD AND BRIDGE BREMEN,0.057,22.154
2016,13049,030530000,VILLAGE OF   HAZELCREST,5.98,22.154
2016,13049,041050000,SCHOOL DISTRICT  152 1/2,7.568,22.154
2016,13049,042240000,COMMUNITY HIGH SCHOOL  228,5.296,22.154
2016,13049,043050000,SOUTH SUBURBAN COLLEGE DISTRICT 510,0.607,22.154
2016,13049,050450000,HAZELCREST PARK DISTRICT,1.005,22.154
2016,13049,060190000,GRANDE PRAIRIE PUBLIC LIB DIST,0.516,22.154
2016,13049,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.406,22.154
2016,13049,090040000,SOUTH COOK COUNTY MOSQ ABATEMENT DIST,0.017,22.154
2016,13050,010010000,COUNTY OF COOK,0.533,20.857
2016,13050,010010001,CONSOLIDATED ELECTIONS,0,20.857
2016,13050,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.063,20.857
2016,13050,020040000,TOWN   BREMEN,0.087,20.857
2016,13050,020040002,GENERAL ASSISTANCE   BREMEN,0.019,20.857
2016,13050,020040003,ROAD AND BRIDGE BREMEN,0.057,20.857
2016,13050,030530000,VILLAGE OF   HAZELCREST,5.98,20.857
2016,13050,040960000,SCHOOL DISTRICT  144,6.271,20.857
2016,13050,042240000,COMMUNITY HIGH SCHOOL  228,5.296,20.857
2016,13050,043050000,SOUTH SUBURBAN COLLEGE DISTRICT 510,0.607,20.857
2016,13050,050450000,HAZELCREST PARK DISTRICT,1.005,20.857
2016,13050,060190000,GRANDE PRAIRIE PUBLIC LIB DIST,0.516,20.857
2016,13050,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.406,20.857
2016,13050,090040000,SOUTH COOK COUNTY MOSQ ABATEMENT DIST,0.017,20.857
2016,13051,010010000,COUNTY OF COOK,0.533,16.993
2016,13051,010010001,CONSOLIDATED ELECTIONS,0,16.993
2016,13051,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.063,16.993
2016,13051,020040000,TOWN   BREMEN,0.087,16.993
2016,13051,020040002,GENERAL ASSISTANCE   BREMEN,0.019,16.993
2016,13051,020040003,ROAD AND BRIDGE BREMEN,0.057,16.993
2016,13051,030600000,VILLAGE OF   HOMEWOOD,1.803,16.993
2016,13051,041060000,SCHOOL DISTRICT 153,6.121,16.993
2016,13051,042290000,HOMEWOOD FLOSSMOOR COMM HIGH SCHOOL  233,6.245,16.993
2016,13051,043070000,PRAIRIE STATE COMM COLLEGE DISTRICT 515,0.481,16.993
2016,13051,050490000,HOMEWOOD FLOSSMOOR PARK DISTRICT,0.863,16.993
2016,13051,060230000,HOMEWOOD PUBLIC LIBRARY DISTRICT,0.704,16.993
2016,13051,080350000,THORN CREEK BASIN SANITARY DISTRICT,0,16.993
2016,13051,090040000,SOUTH COOK COUNTY MOSQ ABATEMENT DIST,0.017,16.993
2016,13052,010010000,COUNTY OF COOK,0.533,17.128
2016,13052,010010001,CONSOLIDATED ELECTIONS,0,17.128
2016,13052,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.063,17.128
2016,13052,020040000,TOWN   BREMEN,0.087,17.128
2016,13052,020040002,GENERAL ASSISTANCE   BREMEN,0.019,17.128
2016,13052,020040003,ROAD AND BRIDGE BREMEN,0.057,17.128
2016,13052,030600000,VILLAGE OF   HOMEWOOD,1.803,17.128
2016,13052,041150000,SCHOOL DISTRICT 161,6.256,17.128
2016,13052,042290000,HOMEWOOD FLOSSMOOR COMM HIGH SCHOOL  233,6.245,17.128
2016,13052,043070000,PRAIRIE STATE COMM COLLEGE DISTRICT 515,0.481,17.128
